0,1,2,3,4,5,6,7,8,9,10,11,12
2560.0,2560.0,16.0,256,1280.0,16,1,0,0,F2,1.6333897903030503,11.07,2.2105924850127168
2560.0,2560.0,32.0,384,854.0,32,1,0,0,F2,1.7789716745344286,0.0,4.382204766111325
