0,1,2,3,4,5,6,7,8,9,10,11,12,13
DeepSpeech,35,1760,8457,0,0.0,0,-1,-1,-1,fail,0.0,5.43,0.0
DeepSpeech,5124,2048,9124,128,2048.0,224,0,0,1,F1,1.4999860140785684,12.55,11.823794849959022
DeepSpeech,35,2048,8457,0,0.0,0,-1,-1,-1,fail,0.0,5.59,0.0
DeepSpeech,5124,2560,9124,384,509.0,368,0,1,0,F2,1.4999798404424851,13.42,10.11422977194388
DeepSpeech,35,2560,8457,0,0.0,0,-1,-1,-1,fail,0.0,5.97,0.0
DeepSpeech,5124,4096,9124,384,509.0,368,0,1,0,F2,1.4999798404424851,13.48,10.11422977194388
DeepSpeech,35,4096,8457,0,0.0,0,-1,-1,-1,fail,0.0,6.41,0.0
DeepSpeech,7680,2560,16,384,1280.0,16,1,0,0,F2,1.1956266150570793,5.24,1.4273211813838358
DeepSpeech,7680,2560,32,128,2560.0,32,0,0,1,F1,1.2628581823307765,9.99,2.7341548783441403
DeepSpeech,7680,2560,64,128,2560.0,64,0,0,1,F1,1.3670756103131925,12.71,5.172312874744081
DeepSpeech,7680,2560,128,128,2560.0,128,0,0,1,F1,1.4999867752128406,13.6,9.062354908001042
DeepSpeech,3072,1024,16,384,1024.0,16,0,0,1,F1,1.1890007143776207,2.96,1.4188264283449583
DeepSpeech,3072,1024,32,384,1024.0,32,0,0,1,F1,1.245798310479452,5.75,2.73576584313995
DeepSpeech,3072,1024,64,384,1024.0,64,0,0,1,F1,1.359389631077264,8.39,5.148161777698767
DeepSpeech,3072,1024,128,384,1024.0,128,0,0,1,F1,1.4999539882128672,10.07,8.907471208670078
DeepSpeech,3072,1024,7435,128,1024.0,512,0,0,1,F1,1.3656619830189496,13.77,13.072807433952853
DeepSpeech,7680,2560,5481,384,509.0,368,0,1,0,F2,1.4999798404424851,12.96,10.11422977194388
DeepSpeech,1760,1760,16,256,1760.0,16,0,0,1,F1,1.1689122776535186,2.61,1.4291407217056322
DeepSpeech,1760,1760,32,256,1760.0,32,0,0,1,F1,1.222443723550591,4.96,2.7580291312745207
DeepSpeech,1760,1760,64,256,1760.0,64,0,0,1,F1,1.329503176219327,7.62,5.19560389646519
DeepSpeech,1760,1760,128,128,1760.0,128,0,0,1,F1,1.4999821492708083,9.01,8.529098557945238
Speaker ID,1024,512,700,384,512.0,496,0,0,1,F1,1.4110906573200754,10.79,12.660391863125797
DeepSpeech,7680,2560,24000,384,509.0,368,0,1,0,F2,1.4999798404424851,13.89,10.11422977194388
DeepSpeech,6144,2048,24000,128,2048.0,224,0,0,1,F1,1.4999860140785684,13.86,11.823794849959022
DeepSpeech,4608,1536,24000,128,1536.0,352,0,0,1,F1,1.4077339943649951,13.89,12.812754453562883
DeepSpeech,8448,2816,24000,384,509.0,368,0,1,0,F2,1.4999798404424851,13.86,10.11422977194388
DeepSpeech,3072,1024,24000,128,1024.0,512,0,0,1,F1,1.3656619830189496,13.86,13.072807433952853
DeepSpeech,7680,2560,48000,384,509.0,368,0,1,0,F2,1.4999798404424851,13.94,10.11422977194388
DeepSpeech,6144,2048,48000,128,2048.0,224,0,0,1,F1,1.4999860140785684,13.85,11.823794849959022
DeepSpeech,4608,1536,48000,128,1536.0,352,0,0,1,F1,1.4077339943649951,13.89,12.812754453562883
DeepSpeech,8448,2816,48000,384,509.0,368,0,1,0,F2,1.4999798404424851,13.88,10.11422977194388
DeepSpeech,3072,1024,48000,128,1024.0,512,0,0,1,F1,1.3656619830189496,13.89,13.072807433952853
DeepSpeech,6144,2048,16,384,1024.0,16,1,0,0,F2,1.2270706726933591,4.52,1.4190848244288097
DeepSpeech,4608,1536,16,512,768.0,16,1,0,0,F2,1.2244668669207066,4.36,1.4215551948681102
DeepSpeech,8448,2816,16,512,939.0,16,1,0,0,F2,1.1953615013831804,5.64,1.4296063241979124
DeepSpeech,6144,2048,32,128,2048.0,32,0,0,1,F1,1.3040702014031007,9.36,2.7075217180477384
DeepSpeech,4608,1536,32,256,1536.0,32,0,0,1,F1,1.2405907352379755,9.06,2.7444250990509724
DeepSpeech,8448,2816,32,128,2816.0,32,0,0,1,F1,1.2478718356829281,11.03,2.7444133786465157
DeepSpeech,512,2816,24000,384,509.0,368,0,1,0,F2,1.4999798404424851,14.36,10.11422977194388
DeepSpeech,512,2048,24000,128,2048.0,224,0,0,1,F1,1.4999860140785684,14.04,11.823794849959022
DeepSpeech,512,2560,24000,384,509.0,368,0,1,0,F2,1.4999798404424851,14.13,10.11422977194388
DeepSpeech,512,1530,24000,128,1530.0,352,0,0,1,F1,1.4084232633965308,12.71,12.810778645226225
DeepSpeech,1024,2816,24000,384,509.0,368,0,1,0,F2,1.4999798404424851,14.11,10.11422977194388
DeepSpeech,1024,2048,24000,128,2048.0,224,0,0,1,F1,1.4999860140785684,12.82,11.823794849959022
DeepSpeech,1024,2560,24000,384,509.0,368,0,1,0,F2,1.4999798404424851,13.54,10.11422977194388
DeepSpeech,1024,1530,24000,128,1530.0,352,0,0,1,F1,1.4084232633965308,12.75,12.810778645226225
DeepSpeech,512,512,16,512,512.0,16,0,0,1,F1,1.2628965452863445,0.65,1.3869326118645489
DeepSpeech,1024,512,16,512,512.0,16,0,0,1,F1,1.2628965452863445,1.2,1.3869326118645489
DeepSpeech,512,2816,48000,384,509.0,368,0,1,0,F2,1.4999798404424851,14.11,10.11422977194388
DeepSpeech,512,2048,48000,128,2048.0,224,0,0,1,F1,1.4999860140785684,12.9,11.823794849959022
DeepSpeech,512,2560,48000,384,509.0,368,0,1,0,F2,1.4999798404424851,12.77,10.11422977194388
DeepSpeech,512,1530,48000,128,1530.0,352,0,0,1,F1,1.4084232633965308,12.85,12.810778645226225
DeepSpeech,1024,2816,48000,384,509.0,368,0,1,0,F2,1.4999798404424851,14.03,10.11422977194388
DeepSpeech,1024,2048,48000,128,2048.0,224,0,0,1,F1,1.4999860140785684,14.19,11.823794849959022
DeepSpeech,1024,2560,48000,384,509.0,368,0,1,0,F2,1.4999798404424851,14.22,10.11422977194388
DeepSpeech,1024,1530,48000,128,1530.0,352,0,0,1,F1,1.4084232633965308,14.05,12.810778645226225
DeepSpeech,512,512,32,512,512.0,32,0,0,1,F1,1.3275036296433835,1.2,2.6729071708940255
DeepSpeech,1024,512,32,512,512.0,32,0,0,1,F1,1.3275036296433835,2.4,2.6729071708940255
