0,1,2,3,4,5,6,7,8,9,10,11,12,13
DeepSpeech,1024,1530,24000,128,1530.0,352,0,0,1,F1,1.4416649822044496,12.75,14.64077515209288
DeepSpeech,512,512,16,512,512.0,16,0,0,1,F1,1.3934685428928544,0.65,1.8254467262293592
DeepSpeech,1024,512,16,512,512.0,16,0,0,1,F1,1.3934685428928544,1.2,1.8254467262293592
DeepSpeech,512,2816,48000,384,509.0,368,1,0,0,F2,1.5999761304657296,14.11,12.461895072307392
DeepSpeech,512,2048,48000,128,2048.0,224,0,0,1,F1,1.587743216356967,12.9,14.158127197300443
DeepSpeech,512,2560,48000,384,509.0,368,1,0,0,F2,1.5999761304657296,12.77,12.461895072307392
DeepSpeech,512,1530,48000,128,1530.0,352,0,0,1,F1,1.4416649822044496,12.85,14.64077515209288
DeepSpeech,1024,2816,48000,384,509.0,368,1,0,0,F2,1.5999761304657296,14.03,12.461895072307392
DeepSpeech,1024,2048,48000,128,2048.0,224,0,0,1,F1,1.587743216356967,14.19,14.158127197300443
DeepSpeech,1024,2560,48000,384,509.0,368,1,0,0,F2,1.5999761304657296,14.22,12.461895072307392
DeepSpeech,1024,1530,48000,128,1530.0,352,0,0,1,F1,1.4416649822044496,14.05,14.64077515209288
DeepSpeech,512,512,32,512,512.0,32,0,0,1,F1,1.482904603562973,1.2,3.5389253266929384
DeepSpeech,1024,512,32,512,512.0,32,0,0,1,F1,1.482904603562973,2.4,3.5389253266929384
