0,1,2,3,4,5
1760.0,1760.0,16.0,1.26214214512,2.61,1.98728963903
1760.0,1760.0,32.0,1.30143660155,4.96,3.9745538112
1760.0,1760.0,64.0,1.41832166703,7.62,7.94904620077
1760.0,1760.0,128.0,1.70404138863,9.01,15.8976459966
1760.0,1760.0,7000.0,1.99943802819,14.07,28.5049313393
2048.0,2048.0,16.0,1.27178302502,3.27,1.98729018295
2048.0,2048.0,32.0,1.30143660155,6.39,3.9745538112
2048.0,2048.0,64.0,1.41832166703,9.26,7.94904620077
2048.0,2048.0,128.0,1.70404138863,11.07,15.8976459966
2048.0,2048.0,7000.0,1.99943802819,14.67,28.5049313393
2560.0,2560.0,16.0,1.27178302502,4.19,1.98729018295
2560.0,2560.0,32.0,1.30143660155,8.07,3.9745538112
2560.0,2560.0,64.0,1.41832166703,11.98,7.94904620077
2560.0,2560.0,128.0,1.70404138863,13.87,15.8976459966
2560.0,2560.0,7000.0,1.99943802819,14.42,28.5049313393
4096.0,4096.0,16.0,1.27178302502,5.16,1.98729018295
4096.0,4096.0,32.0,1.30143660155,10.23,3.9745538112
4096.0,4096.0,64.0,1.41832166703,12.63,7.94904620077
4096.0,4096.0,128.0,1.70404138863,12.03,15.8976459966
4096.0,4096.0,7000.0,1.99943802819,14.45,28.5049313393
1760.0,1760.0,16.0,1.26214214512,2.36,1.98728963903
1760.0,1760.0,32.0,1.30143660155,4.41,3.9745538112
1760.0,1760.0,64.0,1.41832166703,7.08,7.94904620077
1760.0,1760.0,128.0,1.70404138863,8.62,15.8976459966
1760.0,1760.0,7000.0,1.99943802819,13.46,28.5049313393
2048.0,2048.0,16.0,1.27178302502,2.92,1.98729018295
2048.0,2048.0,32.0,1.30143660155,5.59,3.9745538112
2048.0,2048.0,64.0,1.41832166703,7.9,7.94904620077
2048.0,2048.0,128.0,1.70404138863,10.85,15.8976459966
2048.0,2048.0,7000.0,1.99943802819,14.25,28.5049313393
2560.0,2560.0,16.0,1.27178302502,3.55,1.98729018295
2560.0,2560.0,32.0,1.30143660155,7.11,3.9745538112
2560.0,2560.0,64.0,1.41832166703,10.23,7.94904620077
2560.0,2560.0,128.0,1.70404138863,11.73,15.8976459966
2560.0,2560.0,7000.0,1.99943802819,13.95,28.5049313393
4096.0,4096.0,16.0,1.27178302502,4.71,1.98729018295
4096.0,4096.0,32.0,1.30143660155,9.34,3.9745538112
4096.0,4096.0,64.0,1.41832166703,12.13,7.94904620077
4096.0,4096.0,128.0,1.70404138863,12.86,15.8976459966
4096.0,4096.0,7000.0,1.99943802819,14.19,28.5049313393
1760.0,1760.0,7133.0,1.99943802819,14.09,28.5049313393
2048.0,2048.0,7133.0,1.99943802819,14.58,28.5049313393
2560.0,2560.0,7133.0,1.99943802819,15.04,28.5049313393
4096.0,4096.0,7133.0,1.99943802819,12.93,28.5049313393
5124.0,1760.0,9124.0,1.99943802819,13.41,28.5049313393
5124.0,2048.0,9124.0,1.99943802819,12.55,28.5049313393
5124.0,2560.0,9124.0,1.99943802819,13.42,28.5049313393
5124.0,4096.0,9124.0,1.99943802819,13.48,28.5049313393
5124.0,1760.0,9124.0,1.99943802819,13.29,28.5049313393
5124.0,2048.0,9124.0,1.99943802819,13.09,28.5049313393
5124.0,2560.0,9124.0,1.99943802819,13.34,28.5049313393
5124.0,4096.0,9124.0,1.99943802819,13.46,28.5049313393
7680.0,2560.0,16.0,1.27178302502,0.0,1.98729018295
7680.0,2560.0,32.0,1.30143660155,0.0,3.9745538112
7680.0,2560.0,64.0,1.41832166703,0.0,7.94904620077
7680.0,2560.0,128.0,1.70404138863,0.0,15.8976459966
7680.0,2560.0,16.0,1.27178302502,0.0,1.98729018295
7680.0,2560.0,32.0,1.30143660155,0.0,3.9745538112
7680.0,2560.0,64.0,1.41832166703,0.0,7.94904620077
7680.0,2560.0,128.0,1.70404138863,0.0,15.8976459966
3072.0,1024.0,16.0,1.27178302502,0.0,1.98729018295
3072.0,1024.0,32.0,1.30143660155,0.0,3.9745538112
3072.0,1024.0,64.0,1.41832166703,0.0,7.94904620077
3072.0,1024.0,128.0,1.70404138863,0.0,15.8976459966
3072.0,1024.0,16.0,1.27178302502,0.0,1.98729018295
3072.0,1024.0,32.0,1.30143660155,0.0,3.9745538112
3072.0,1024.0,64.0,1.41832166703,0.0,7.94904620077
3072.0,1024.0,128.0,1.70404138863,0.0,15.8976459966
